datetime,symbol,open,high,low,close,volume
2022-02-01 01:00:00,CRYPTO:ADAUSD,1.05243,1.096617,1.034962,1.096292,0.0
2022-02-02 01:00:00,CRYPTO:ADAUSD,1.096592,1.10259,1.02326,1.027402,0.0
2022-02-03 01:00:00,CRYPTO:ADAUSD,1.027339,1.061744,1.016144,1.060897,0.0
2022-02-04 01:00:00,CRYPTO:ADAUSD,1.060397,1.139645,1.046419,1.13932,0.0
2022-02-05 01:00:00,CRYPTO:ADAUSD,1.139563,1.178323,1.097314,1.125865,0.0
2022-02-06 01:00:00,CRYPTO:ADAUSD,1.126164,1.150506,1.099109,1.14343,0.0
2022-02-07 01:00:00,CRYPTO:ADAUSD,1.143405,1.209344,1.126798,1.19909,0.0
2022-02-08 01:00:00,CRYPTO:ADAUSD,1.199241,1.263767,1.136176,1.176385,0.0
2022-02-09 01:00:00,CRYPTO:ADAUSD,1.176982,1.215583,1.152936,1.195204,0.0
2022-02-10 01:00:00,CRYPTO:ADAUSD,1.194835,1.225205,1.145783,1.153195,0.0
2022-02-11 01:00:00,CRYPTO:ADAUSD,1.152264,1.16408,1.0707,1.083009,0.0
2022-02-12 01:00:00,CRYPTO:ADAUSD,1.082581,1.095435,1.033753,1.062106,0.0
2022-02-13 01:00:00,CRYPTO:ADAUSD,1.062281,1.076359,1.032902,1.042838,0.0
2022-02-14 01:00:00,CRYPTO:ADAUSD,1.042932,1.054067,1.018288,1.050092,0.0
2022-02-15 01:00:00,CRYPTO:ADAUSD,1.050407,1.115311,1.049907,1.108192,0.0
2022-02-16 01:00:00,CRYPTO:ADAUSD,1.107894,1.11175,1.066811,1.08311,0.0
2022-02-17 01:00:00,CRYPTO:ADAUSD,1.083266,1.093735,1.009859,1.021145,0.0
2022-02-18 01:00:00,CRYPTO:ADAUSD,1.020416,1.042421,0.984879,0.995973,0.0
2022-02-19 01:00:00,CRYPTO:ADAUSD,0.995849,1.019107,0.974163,0.997011,0.0
2022-02-20 01:00:00,CRYPTO:ADAUSD,0.997109,0.997853,0.919211,0.931681,0.0
2022-02-21 01:00:00,CRYPTO:ADAUSD,0.931821,0.992399,0.852246,0.857146,0.0
2022-02-22 01:00:00,CRYPTO:ADAUSD,0.857661,0.896626,0.813948,0.888324,0.0
2022-02-23 01:00:00,CRYPTO:ADAUSD,0.888551,0.959803,0.863582,0.86595,0.0
2022-02-24 01:00:00,CRYPTO:ADAUSD,0.866153,0.897234,0.746789,0.853635,0.0
2022-02-25 01:00:00,CRYPTO:ADAUSD,0.853869,0.9095,0.824411,0.8994,0.0
2022-02-26 01:00:00,CRYPTO:ADAUSD,0.8993,0.9302,0.8824,0.8874,0.0
2022-02-27 01:00:00,CRYPTO:ADAUSD,0.8872,0.9152,0.8332,0.857,0.0
2022-02-28 01:00:00,CRYPTO:ADAUSD,0.8565,0.9703,0.8431,0.9638,0.0
