datetime,symbol,open,high,low,close,volume
2024-02-01 01:00:00,CRYPTO:ETHUSD,2283.12,2309.93,2241.62,2302.52,0.0
2024-02-02 01:00:00,CRYPTO:ETHUSD,2302.57,2323.84,2281.85,2308.34,0.0
2024-02-03 01:00:00,CRYPTO:ETHUSD,2308.34,2328.6,2291.84,2295.54,0.0
2024-02-04 01:00:00,CRYPTO:ETHUSD,2295.54,2310.08,2268.8,2288.99,0.0
2024-02-05 01:00:00,CRYPTO:ETHUSD,2289.04,2337.02,2268.29,2300.8,0.0
2024-02-06 01:00:00,CRYPTO:ETHUSD,2300.8,2388.91,2296.14,2369.66,0.0
2024-02-07 01:00:00,CRYPTO:ETHUSD,2369.67,2443.49,2353.84,2424.36,0.0
2024-02-08 01:00:00,CRYPTO:ETHUSD,2424.31,2461.73,2411.66,2419.05,0.0
2024-02-09 01:00:00,CRYPTO:ETHUSD,2419.05,2523.43,2419.05,2487.0,0.0
2024-02-10 01:00:00,CRYPTO:ETHUSD,2487.0,2517.57,2473.13,2501.44,0.0
2024-02-11 01:00:00,CRYPTO:ETHUSD,2501.44,2539.83,2494.59,2507.88,0.0
2024-02-12 01:00:00,CRYPTO:ETHUSD,2507.88,2665.39,2473.27,2660.01,0.0
2024-02-13 01:00:00,CRYPTO:ETHUSD,2660.02,2686.91,2592.52,2640.9,0.0
2024-02-14 01:00:00,CRYPTO:ETHUSD,2640.9,2787.52,2619.97,2776.24,0.0
2024-02-15 01:00:00,CRYPTO:ETHUSD,2776.26,2868.92,2763.65,2825.28,0.0
2024-02-16 01:00:00,CRYPTO:ETHUSD,2825.28,2859.94,2752.19,2804.71,0.0
2024-02-17 01:00:00,CRYPTO:ETHUSD,2804.71,2806.09,2721.53,2787.77,0.0
2024-02-18 01:00:00,CRYPTO:ETHUSD,2787.77,2895.86,2766.72,2881.92,0.0
2024-02-19 01:00:00,CRYPTO:ETHUSD,2881.91,2985.09,2858.85,2945.32,0.0
2024-02-20 01:00:00,CRYPTO:ETHUSD,2945.32,3033.08,2876.86,3015.43,0.0
2024-02-21 01:00:00,CRYPTO:ETHUSD,3015.46,3017.73,2870.88,2968.48,0.0
2024-02-22 01:00:00,CRYPTO:ETHUSD,2968.47,3034.81,2906.83,2971.53,0.0
2024-02-23 01:00:00,CRYPTO:ETHUSD,2971.42,2991.65,2904.55,2920.29,0.0
2024-02-24 01:00:00,CRYPTO:ETHUSD,2920.29,3005.26,2906.2,2992.17,0.0
2024-02-25 01:00:00,CRYPTO:ETHUSD,2992.17,3118.29,2983.97,3112.68,0.0
2024-02-26 01:00:00,CRYPTO:ETHUSD,3112.68,3195.5,3037.27,3175.9,0.0
2024-02-27 01:00:00,CRYPTO:ETHUSD,3175.9,3290.28,3168.22,3244.71,0.0
2024-02-28 01:00:00,CRYPTO:ETHUSD,3244.7,3488.54,3199.54,3384.75,0.0
2024-02-29 01:00:00,CRYPTO:ETHUSD,3384.78,3525.26,3303.92,3343.9,0.0
