datetime,symbol,open,high,low,close,volume
2025-01-01 01:00:00,CRYPTO:DOTUSD,6.6299,7.1253,6.5078,7.0355,0.0
2025-01-02 01:00:00,CRYPTO:DOTUSD,7.0357,7.3431,7.0355,7.1606,0.0
2025-01-03 01:00:00,CRYPTO:DOTUSD,7.1602,7.9842,7.1303,7.7444,0.0
2025-01-04 01:00:00,CRYPTO:DOTUSD,7.7444,7.8768,7.6073,7.6731,0.0
2025-01-05 01:00:00,CRYPTO:DOTUSD,7.6733,7.7303,7.4651,7.6694,0.0
2025-01-06 01:00:00,CRYPTO:DOTUSD,7.6694,7.9845,7.5418,7.7669,0.0
2025-01-07 01:00:00,CRYPTO:DOTUSD,7.7673,7.8883,7.0118,7.0153,0.0
2025-01-08 01:00:00,CRYPTO:DOTUSD,7.0153,7.1328,6.4303,6.7585,0.0
2025-01-09 01:00:00,CRYPTO:DOTUSD,6.7585,6.8431,6.4592,6.5555,0.0
2025-01-10 01:00:00,CRYPTO:DOTUSD,6.5552,6.8054,6.4959,6.7316,0.0
2025-01-11 01:00:00,CRYPTO:DOTUSD,6.7316,6.8751,6.585,6.7399,0.0
2025-01-12 01:00:00,CRYPTO:DOTUSD,6.7399,6.814,6.5422,6.6275,0.0
2025-01-13 01:00:00,CRYPTO:DOTUSD,6.6276,6.8017,6.0146,6.3937,0.0
2025-01-14 01:00:00,CRYPTO:DOTUSD,6.3937,6.6843,6.3663,6.6623,0.0
2025-01-15 01:00:00,CRYPTO:DOTUSD,6.6624,7.192,6.5554,7.1621,0.0
2025-01-16 01:00:00,CRYPTO:DOTUSD,7.1624,7.3907,6.8495,7.1507,0.0
2025-01-17 01:00:00,CRYPTO:DOTUSD,7.1508,7.5982,7.1507,7.5023,0.0
2025-01-18 01:00:00,CRYPTO:DOTUSD,7.502,7.5903,6.8477,7.046,0.0
2025-01-19 01:00:00,CRYPTO:DOTUSD,7.0463,7.2279,6.104,6.2364,0.0
2025-01-20 01:00:00,CRYPTO:DOTUSD,6.2365,7.0579,6.0528,6.372,0.0
2025-01-21 01:00:00,CRYPTO:DOTUSD,6.3721,6.8358,6.1501,6.6159,0.0
2025-01-22 01:00:00,CRYPTO:DOTUSD,6.616,6.6945,6.4153,6.4464,0.0
2025-01-23 01:00:00,CRYPTO:DOTUSD,6.4463,6.4974,6.1958,6.3479,0.0
2025-01-24 01:00:00,CRYPTO:DOTUSD,6.348,6.5442,6.2059,6.3205,0.0
2025-01-25 01:00:00,CRYPTO:DOTUSD,6.3204,6.4072,6.2478,6.3219,0.0
2025-01-26 01:00:00,CRYPTO:DOTUSD,6.3219,6.4689,6.167,6.1764,0.0
2025-01-27 01:00:00,CRYPTO:DOTUSD,6.1766,6.2089,5.4951,5.9487,0.0
2025-01-28 01:00:00,CRYPTO:DOTUSD,5.9487,6.0342,5.6003,5.6497,0.0
2025-01-29 01:00:00,CRYPTO:DOTUSD,5.6497,5.8743,5.5445,5.7635,0.0
2025-01-30 01:00:00,CRYPTO:DOTUSD,5.7634,6.2537,5.7232,6.1254,0.0
2025-01-31 01:00:00,CRYPTO:DOTUSD,6.1254,6.4978,6.0305,6.322,0.0
